emisor,emisor_key,fecha,E_market,sigma_E,DP,dp_metodo,dp_proxy,num_acciones,close,pasivo_corriente,pasivo_no_corriente,pasivo_total,patrimonio,activo_total,ingreso_neto,eps,V_A,sigma_A,DD,PD
Grupo Nutresa,GRUPONUTRESA,2018-06-30,9585854916.421875,0.09999608666798723,3498248785.0,std+0.5*ltd,False,462049.0656660413,20746.400390625,1757704777.0,3481088016.0,5238792793.0,8456794832.0,13695587625.0,246272152.0,533.0,12913492094.937748,0.07422840947763744,18.23096101112997,1.4656237777524032e-74
Grupo Nutresa,GRUPONUTRESA,2018-09-30,8738431492.088951,0.11666941809423068,3550561614.5,std+0.5*ltd,False,459940.3304964539,18999.0546875,1903110067.0,3294903095.0,5198013162.0,8154368171.0,13352381333.0,324257933.0,705.0,12115830173.304111,0.08414674872917005,15.138632991440605,4.503320947958204e-52
Grupo Nutresa,GRUPONUTRESA,2018-12-31,7084803708.442622,0.15169063738225944,3615848654.5,std+0.5*ltd,False,382702.1639344262,18512.578125,2042730079.0,3146237151.0,5188967230.0,8334729950.0,13523697180.0,420206976.0,1098.0,10524305343.144337,0.1021158504263589,10.900824518233337,5.7108772064843955e-28
Grupo Nutresa,GRUPONUTRESA,2019-03-31,9454563323.286833,0.16317305207640412,4260674769.0,std+0.5*ltd,False,462740.34069168376,20431.681640625,2070534886.0,4380279766.0,6450814652.0,8574200858.0,15025015510.0,175428713.0,379.108319663198,13507442531.787416,0.1142133271994159,10.482935531891407,5.174045557512606e-26
Grupo Nutresa,GRUPONUTRESA,2019-06-30,7989311085.907529,0.1704898797719489,4291895980.0,std+0.5*ltd,False,401207.35842880525,19913.171875,2083112638.0,4417566684.0,6500679322.0,8515229534.0,15015908856.0,245137696.0,611.0,12071888828.979858,0.11283210985402836,9.552115817257034,6.35370429089242e-22
Grupo Nutresa,GRUPONUTRESA,2019-09-30,27387939649.465664,0.17034281397885984,4592875435.5,std+0.5*ltd,False,1349191.2622377623,20299.5234375,2189709115.0,4806332641.0,6996041756.0,8692475783.0,15688517539.0,385868701.0,286.0,31756817906.779797,0.14690825518690148,13.428858268107899,2.0483952588281224e-41
Grupo Nutresa,GRUPONUTRESA,2019-12-31,9399199951.23919,0.14575148353635603,4654106853.0,std+0.5*ltd,False,458953.2761126249,20479.64453125,2347837036.0,4612539634.0,6960376670.0,8684863478.0,15645240148.0,505307557.0,1101.0,13826323334.583208,0.09908254738418887,11.444150292485388,1.257785594598193e-30
Grupo Nutresa,GRUPONUTRESA,2020-03-31,6540042227.629194,0.23508420330427343,4958746029.0,std+0.5*ltd,False,421781.0767128082,15505.7744140625,2424197765.0,5069096528.0,7493294293.0,7764206726.0,15257501019.0,174436631.0,413.571496283069,11256947359.025862,0.13657882263431229,6.3004328565798104,1.484077839892396e-10
Grupo Nutresa,GRUPONUTRESA,2020-06-30,7950107894.798017,0.27659819658789137,4986785013.5,std+0.5*ltd,False,464785.5548172757,17104.89453125,2509455710.0,4954658607.0,7464114317.0,7395878834.0,14859993151.0,139900452.0,301.0,12693684531.813753,0.17323461203549437,5.595348676437241,1.1008940891242601e-08
Grupo Nutresa,GRUPONUTRESA,2020-09-30,75465499.93691406,0.2895112058879006,5117762277.5,std+0.5*ltd,False,4036.383333333333,18696.31640625,2711691301.0,4812141953.0,7523833254.0,7959151368.0,15482984622.0,4117111.0,1020.0,4943630191.831178,0.004420546208005495,3.477592653474713,0.0002529690795354468
Grupo Nutresa,GRUPONUTRESA,2020-12-31,9315802062.376606,0.30022747242988407,4860700947.5,std+0.5*ltd,False,466842.2762529751,19954.923828125,2440661120.0,4840079655.0,7280740775.0,8257141744.0,15537882519.0,583843991.0,1250.62364892511,13939443822.118885,0.200643567451825,5.39967936345919,3.338005387870519e-08
Grupo Nutresa,GRUPONUTRESA,2021-03-31,8929832530.955564,0.24042291946110292,5013025839.0,std+0.5*ltd,False,460123.45799999987,19407.470703125,2597436357.0,4831178964.0,7428615321.0,8114650286.0,15543265607.0,229550550.0,498.889039471663,13698370214.793243,0.15672933157281144,6.654498673050475,1.4213365982648904e-11
Grupo Nutresa,GRUPONUTRESA,2021-06-30,22743834186.65452,0.23777984452992193,5043923722.0,std+0.5*ltd,False,1230568.288590604,18482.3828125,2542176523.0,5003494398.0,7545670921.0,7876189996.0,15421860917.0,366709350.0,298.0,27541762845.958076,0.1963572697638959,8.801513280115849,6.749173320767698e-19
Grupo Nutresa,GRUPONUTRESA,2021-09-30,8476781906.066041,0.23067601707640123,5102518003.5,std+0.5*ltd,False,459209.3356223176,18459.515625,2453830681.0,5297374645.0,7751205326.0,8078515735.0,15829721061.0,534978876.0,1165.0,13330447170.039412,0.14668602356526517,6.814269803311798,4.737187419717264e-12
Grupo Nutresa,GRUPONUTRESA,2021-12-31,11564423966.228907,0.3046642771487022,5271203970.5,std+0.5*ltd,False,470051.0643543049,24602.484375,2628037175.0,5286333591.0,7914370766.0,9042111934.0,16956482700.0,693254186.0,1474.8486676704,16578548282.546167,0.21251962630380125,5.520753627725853,1.687743929047325e-08
