fecha,close,emisor
2017-04-14,18535.080078125,GRUPONUTRESA
2017-04-17,18519.87109375,GRUPONUTRESA
2017-04-18,18550.283203125,GRUPONUTRESA
2017-04-19,18550.283203125,GRUPONUTRESA
2017-04-20,18565.474609375,GRUPONUTRESA
2017-04-21,18519.87109375,GRUPONUTRESA
2017-04-24,18367.8125,GRUPONUTRESA
2017-04-25,18413.431640625,GRUPONUTRESA
2017-04-26,18383.015625,GRUPONUTRESA
2017-04-27,18459.046875,GRUPONUTRESA
2017-04-28,18565.474609375,GRUPONUTRESA
2017-05-01,18565.474609375,GRUPONUTRESA
2017-05-02,18580.693359375,GRUPONUTRESA
2017-05-03,18565.474609375,GRUPONUTRESA
2017-05-04,18550.283203125,GRUPONUTRESA
2017-05-05,18702.330078125,GRUPONUTRESA
2017-05-08,19021.64453125,GRUPONUTRESA
2017-05-09,19149.638671875,GRUPONUTRESA
2017-05-10,19301.98046875,GRUPONUTRESA
2017-05-11,19301.98046875,GRUPONUTRESA
2017-05-12,19652.376953125,GRUPONUTRESA
2017-05-16,19759.015625,GRUPONUTRESA
2017-05-17,19621.90625,GRUPONUTRESA
2017-05-18,19667.607421875,GRUPONUTRESA
2017-05-19,19880.888671875,GRUPONUTRESA
2017-05-22,19652.376953125,GRUPONUTRESA
2017-05-23,19621.90625,GRUPONUTRESA
2017-05-24,19621.90625,GRUPONUTRESA
2017-05-25,19637.134765625,GRUPONUTRESA
2017-05-26,19743.771484375,GRUPONUTRESA
2017-05-29,19743.771484375,GRUPONUTRESA
2017-05-30,19713.3125,GRUPONUTRESA
2017-05-31,19682.8359375,GRUPONUTRESA
2017-06-01,19713.3125,GRUPONUTRESA
2017-06-02,19713.3125,GRUPONUTRESA
2017-06-05,19713.3125,GRUPONUTRESA
2017-06-06,19804.716796875,GRUPONUTRESA
2017-06-07,19926.587890625,GRUPONUTRESA
2017-06-08,20002.76171875,GRUPONUTRESA
2017-06-09,20039.419921875,GRUPONUTRESA
2017-06-12,19978.373046875,GRUPONUTRESA
2017-06-13,19917.328125,GRUPONUTRESA
2017-06-14,19902.060546875,GRUPONUTRESA
2017-06-15,20008.8984375,GRUPONUTRESA
2017-06-16,19841.017578125,GRUPONUTRESA
2017-06-19,19841.017578125,GRUPONUTRESA
2017-06-20,19841.017578125,GRUPONUTRESA
2017-06-21,19688.3984375,GRUPONUTRESA
2017-06-22,19612.072265625,GRUPONUTRESA
2017-06-23,19764.703125,GRUPONUTRESA
2017-06-26,19764.703125,GRUPONUTRESA
2017-06-27,19902.060546875,GRUPONUTRESA
2017-06-28,19841.017578125,GRUPONUTRESA
2017-06-29,20069.951171875,GRUPONUTRESA
2017-06-30,20146.259765625,GRUPONUTRESA
2017-07-03,20146.259765625,GRUPONUTRESA
2017-07-04,20069.951171875,GRUPONUTRESA
2017-07-06,19993.640625,GRUPONUTRESA
2017-07-07,19902.060546875,GRUPONUTRESA
2017-07-10,19764.703125,GRUPONUTRESA
2017-07-11,20030.7890625,GRUPONUTRESA
2017-07-12,20183.6953125,GRUPONUTRESA
2017-07-13,20260.15625,GRUPONUTRESA
2017-07-14,20321.322265625,GRUPONUTRESA
2017-07-17,20413.072265625,GRUPONUTRESA
2017-07-18,20321.322265625,GRUPONUTRESA
2017-07-19,20183.6953125,GRUPONUTRESA
2017-07-20,20183.6953125,GRUPONUTRESA
2017-07-21,20351.896484375,GRUPONUTRESA
2017-07-24,20413.072265625,GRUPONUTRESA
2017-07-25,20260.15625,GRUPONUTRESA
2017-07-26,20260.15625,GRUPONUTRESA
2017-07-27,20076.65625,GRUPONUTRESA
2017-07-28,20336.6015625,GRUPONUTRESA
2017-07-31,20413.072265625,GRUPONUTRESA
2017-08-01,20458.9375,GRUPONUTRESA
2017-08-02,20413.072265625,GRUPONUTRESA
2017-08-03,20443.638671875,GRUPONUTRESA
2017-08-04,20458.9375,GRUPONUTRESA
2017-08-07,20458.9375,GRUPONUTRESA
2017-08-08,20550.669921875,GRUPONUTRESA
2017-08-09,20664.060546875,GRUPONUTRESA
2017-08-10,20618.107421875,GRUPONUTRESA
2017-08-11,20664.060546875,GRUPONUTRESA
2017-08-14,20664.060546875,GRUPONUTRESA
2017-08-15,20664.060546875,GRUPONUTRESA
2017-08-16,20679.376953125,GRUPONUTRESA
2017-08-17,20832.556640625,GRUPONUTRESA
2017-08-18,20771.28515625,GRUPONUTRESA
2017-08-21,20771.28515625,GRUPONUTRESA
2017-08-22,20893.83203125,GRUPONUTRESA
2017-08-23,20725.337890625,GRUPONUTRESA
2017-08-24,20740.646484375,GRUPONUTRESA
2017-08-25,20740.646484375,GRUPONUTRESA
2017-08-28,20710.005859375,GRUPONUTRESA
2017-08-29,20755.9609375,GRUPONUTRESA
2017-08-30,20679.376953125,GRUPONUTRESA
2017-08-31,20786.58984375,GRUPONUTRESA
2017-09-01,20786.58984375,GRUPONUTRESA
2017-09-04,20863.181640625,GRUPONUTRESA
2017-09-05,20863.181640625,GRUPONUTRESA
2017-09-06,20832.556640625,GRUPONUTRESA
2017-09-07,20832.556640625,GRUPONUTRESA
2017-09-08,20771.28515625,GRUPONUTRESA
2017-09-11,20869.51953125,GRUPONUTRESA
2017-09-12,20670.0390625,GRUPONUTRESA
2017-09-13,20670.0390625,GRUPONUTRESA
2017-09-14,20716.0703125,GRUPONUTRESA
2017-09-15,20639.349609375,GRUPONUTRESA
2017-09-18,20746.759765625,GRUPONUTRESA
2017-09-19,20777.44921875,GRUPONUTRESA
2017-09-20,20624.001953125,GRUPONUTRESA
2017-09-21,20577.962890625,GRUPONUTRESA
2017-09-22,20716.0703125,GRUPONUTRESA
2017-09-25,20424.5078125,GRUPONUTRESA
2017-09-26,20501.236328125,GRUPONUTRESA
